,ABox,Run,Time,Judgement
19,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1219,I
20,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9652,I
21,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1192,I
22,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9653,I
23,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9639,I
24,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9629,I
25,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9627,I
26,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1197,I
27,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.121,I
28,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1167,I
29,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9631,I
30,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9642,I
31,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9609,I
32,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9688,I
33,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1183,I
34,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1177,I
35,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9699,I
36,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1203,I
37,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9668,I
38,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9646,I
39,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.964,I
40,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9682,I
41,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9639,I
42,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1203,I
43,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.966,I
44,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9653,I
45,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.118,I
46,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9625,I
47,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9668,I
48,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1191,I
49,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1189,I
50,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1227,I
51,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9688,I
52,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1237,I
53,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1172,I
54,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9609,I
55,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1186,I
56,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1195,I
57,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9629,I
58,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1175,I
59,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1241,I
60,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1208,I
61,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9641,I
62,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1227,I
63,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9634,I
64,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9635,I
65,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1195,I
66,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1219,I
67,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1169,I
68,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1185,I
69,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9671,I
70,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1174,I
71,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.968,I
72,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1185,I
73,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1159,I
74,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9686,I
75,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1178,I
76,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9652,I
77,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1229,I
78,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.123,I
79,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1227,I
80,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1213,I
81,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9625,I
82,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9682,I
83,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9651,I
84,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9635,I
85,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1183,I
86,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
87,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9646,I
88,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1171,I
89,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1211,I
90,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9645,I
91,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1182,I
92,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9638,I
93,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1202,I
94,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1157,I
95,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9616,I
96,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9666,I
97,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1217,I
98,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9641,I
99,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1177,I
100,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1183,I
101,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9642,I
102,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9583,I
103,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1181,I
104,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.966,I
105,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1162,I
106,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.962,I
107,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1192,I
108,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9664,I
109,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1235,I
110,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9656,I
111,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9617,I
112,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9618,I
113,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9653,I
114,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9617,I
115,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9659,I
116,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9659,I
117,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1181,I
118,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1184,I
119,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9652,I
120,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1193,I
121,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1204,I
122,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1159,I
123,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1197,I
124,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1184,I
125,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9659,I
126,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9657,I
127,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.964,I
128,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1171,I
129,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9659,I
130,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1208,I
131,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9628,I
132,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1217,I
133,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9641,I
134,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9646,I
135,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.122,I
136,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1235,I
137,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9653,I
138,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9656,I
139,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1143,I
140,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1153,I
141,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1214,I
142,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9639,I
143,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1218,I
144,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9642,I
145,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.117,I
146,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1184,I
147,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1191,I
148,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
149,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9634,I
150,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1145,I
151,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.123,I
152,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9638,I
153,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9612,I
154,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9633,I
155,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9645,I
156,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9611,I
157,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
158,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9676,I
159,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1196,I
160,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9629,I
161,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1207,I
162,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1188,I
163,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9603,I
164,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1186,I
165,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1213,I
166,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1221,I
167,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1214,I
168,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1185,I
169,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1195,I
170,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1235,I
171,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1172,I
172,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1195,I
173,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1228,I
174,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1205,I
175,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1251,I
176,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9638,I
177,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1215,I
178,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9645,I
179,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9678,I
180,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9626,I
181,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1171,I
182,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9655,I
183,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9623,I
184,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1224,I
185,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1165,I
186,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1154,I
187,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9638,I
188,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9644,I
189,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1201,I
190,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1209,I
191,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9653,I
192,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1179,I
193,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1203,I
194,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9668,I
195,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1154,I
196,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9635,I
197,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.127,I
198,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9745,I
199,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1196,I
200,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9626,I
201,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1215,I
202,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1184,I
203,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1232,I
204,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.961,I
205,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9613,I
206,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9628,I
207,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9629,I
208,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9628,I
209,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1189,I
210,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9608,I
211,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9614,I
212,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.963,I
213,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9593,I
214,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9641,I
215,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9603,I
216,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9618,I
217,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9648,I
218,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1179,I
219,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9634,I
220,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1237,I
221,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1172,I
222,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1164,I
223,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9693,I
224,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9621,I
225,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1218,I
226,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9622,I
227,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1193,I
228,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9613,I
229,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
230,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9558,I
231,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1191,I
232,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1194,I
233,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1182,I
234,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1212,I
235,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9649,I
236,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.122,I
237,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9643,I
238,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9622,I
239,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
240,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9638,I
241,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1201,I
242,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9667,I
243,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1216,I
244,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1204,I
245,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9637,I
246,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9684,I
247,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.963,I
248,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9642,I
249,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1171,I
250,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.12,I
251,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9636,I
252,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),3.1203,I
253,a:(A&(-A&(B&C))), -> a:(A&(-A&(B&C))) -> a:(-A&(B&C)),2.9681,I
