,ABox,Run,Time,Judgement
893,"a:(A&B),a:-B",| -> a:(A&B),2.1223,I
894,"a:(A&B),a:-B",| -> a:(A&B),2.1224,I
895,"a:(A&B),a:-B",| -> a:(A&B),2.1271,I
896,"a:(A&B),a:-B",| -> a:(A&B),2.4799,I
897,"a:(A&B),a:-B",| -> a:(A&B),2.1273,I
898,"a:(A&B),a:-B",| -> a:(A&B),2.1311,I
899,"a:(A&B),a:-B",| -> a:(A&B),2.4759,I
900,"a:(B&A),a:-B",| -> a:(B&A),2.1279,I
901,"a:(B&A),a:-B",| -> a:(B&A),2.4802,I
902,"a:(B&A),a:-B",| -> a:(B&A),2.4117,I
903,"a:(B&A),a:-B",| -> a:(B&A),2.1254,I
904,"a:(B&A),a:-B",| -> a:(B&A),2.121,I
905,"a:(B&A),a:-B",| -> a:(B&A),2.4813,I
906,"a:(B&A),a:-B",| -> a:(B&A),2.4775,I
907,"a:(B&A),a:-B",| -> a:(B&A),2.1233,I
908,"a:(B&A),a:-B",| -> a:(B&A),2.4159,I
909,"a:(B&A),a:-B",| -> a:(B&A),2.4124,I
910,"a:(B&A),a:-B",| -> a:(B&A),2.1233,I
911,"a:(B&A),a:-B",| -> a:(B&A),2.1235,I
912,"a:(B&A),a:-B",| -> a:(B&A),2.1246,I
913,"a:(B&A),a:-B",| -> a:(B&A),2.4772,I
914,"a:(B&A),a:-B",| -> a:(B&A),2.4798,I
915,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
916,"a:(B&A),a:-B",| -> a:(B&A),2.4817,I
917,"a:(B&A),a:-B",| -> a:(B&A),2.1223,I
918,"a:(B&A),a:-B",| -> a:(B&A),2.1267,I
919,"a:(B&A),a:-B",| -> a:(B&A),2.1269,I
920,"a:(B&A),a:-B",| -> a:(B&A),2.1253,I
921,"a:(B&A),a:-B",| -> a:(B&A),2.1259,I
922,"a:(B&A),a:-B",| -> a:(B&A),2.4141,I
923,"a:(B&A),a:-B",| -> a:(B&A),2.4825,I
924,"a:(B&A),a:-B",| -> a:(B&A),2.1215,I
925,"a:(B&A),a:-B",| -> a:(B&A),2.4815,I
926,"a:(B&A),a:-B",| -> a:(B&A),2.1243,I
927,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
928,"a:(B&A),a:-B",| -> a:(B&A),2.4112,I
929,"a:(B&A),a:-B",| -> a:(B&A),2.4785,I
930,"a:(B&A),a:-B",| -> a:(B&A),2.1266,I
931,"a:(B&A),a:-B",| -> a:(B&A),2.4768,I
932,"a:(B&A),a:-B",| -> a:(B&A),2.1276,I
933,"a:(B&A),a:-B",| -> a:(B&A),2.4784,I
934,"a:(B&A),a:-B",| -> a:(B&A),2.4818,I
935,"a:(B&A),a:-B",| -> a:(B&A),2.4131,I
936,"a:(B&A),a:-B",| -> a:(B&A),2.1268,I
937,"a:(B&A),a:-B",| -> a:(B&A),2.1243,I
938,"a:(B&A),a:-B",| -> a:(B&A),2.1256,I
939,"a:(B&A),a:-B",| -> a:(B&A),2.1284,I
940,"a:(B&A),a:-B",| -> a:(B&A),2.4793,I
941,"a:(B&A),a:-B",| -> a:(B&A),2.4104,I
942,"a:(B&A),a:-B",| -> a:(B&A),2.4138,I
943,"a:(B&A),a:-B",| -> a:(B&A),2.1255,I
944,"a:(B&A),a:-B",| -> a:(B&A),2.4827,I
945,"a:(B&A),a:-B",| -> a:(B&A),2.4136,I
946,"a:(B&A),a:-B",| -> a:(B&A),2.4135,I
947,"a:(B&A),a:-B",| -> a:(B&A),2.4161,I
948,"a:(B&A),a:-B",| -> a:(B&A),2.4793,I
949,"a:(B&A),a:-B",| -> a:(B&A),2.4105,I
950,"a:(B&A),a:-B",| -> a:(B&A),2.4137,I
951,"a:(B&A),a:-B",| -> a:(B&A),2.125,I
952,"a:(B&A),a:-B",| -> a:(B&A),2.4155,I
953,"a:(B&A),a:-B",| -> a:(B&A),2.1265,I
954,"a:(B&A),a:-B",| -> a:(B&A),2.4819,I
955,"a:(B&A),a:-B",| -> a:(B&A),2.1272,I
956,"a:(B&A),a:-B",| -> a:(B&A),2.1252,I
957,"a:(B&A),a:-B",| -> a:(B&A),2.1255,I
958,"a:(B&A),a:-B",| -> a:(B&A),2.4777,I
959,"a:(B&A),a:-B",| -> a:(B&A),2.4797,I
960,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
961,"a:(B&A),a:-B",| -> a:(B&A),2.1259,I
962,"a:(B&A),a:-B",| -> a:(B&A),2.1237,I
963,"a:(B&A),a:-B",| -> a:(B&A),2.1269,I
964,"a:(B&A),a:-B",| -> a:(B&A),2.4105,I
965,"a:(B&A),a:-B",| -> a:(B&A),2.1239,I
966,"a:(B&A),a:-B",| -> a:(B&A),2.4805,I
967,"a:(B&A),a:-B",| -> a:(B&A),2.1273,I
968,"a:(B&A),a:-B",| -> a:(B&A),2.4126,I
969,"a:(B&A),a:-B",| -> a:(B&A),2.4126,I
970,"a:(B&A),a:-B",| -> a:(B&A),2.1267,I
971,"a:(B&A),a:-B",| -> a:(B&A),2.1238,I
972,"a:(B&A),a:-B",| -> a:(B&A),2.1264,I
973,"a:(B&A),a:-B",| -> a:(B&A),2.4769,I
974,"a:(B&A),a:-B",| -> a:(B&A),2.4129,I
975,"a:(B&A),a:-B",| -> a:(B&A),2.1268,I
976,"a:(B&A),a:-B",| -> a:(B&A),2.1241,I
977,"a:(B&A),a:-B",| -> a:(B&A),2.4803,I
978,"a:(B&A),a:-B",| -> a:(B&A),2.1255,I
979,"a:(B&A),a:-B",| -> a:(B&A),2.1237,I
980,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
981,"a:(B&A),a:-B",| -> a:(B&A),2.125,I
982,"a:(B&A),a:-B",| -> a:(B&A),2.4138,I
983,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
984,"a:(B&A),a:-B",| -> a:(B&A),2.4777,I
985,"a:(B&A),a:-B",| -> a:(B&A),2.1266,I
986,"a:(B&A),a:-B",| -> a:(B&A),2.1254,I
987,"a:(B&A),a:-B",| -> a:(B&A),2.4135,I
988,"a:(B&A),a:-B",| -> a:(B&A),2.4135,I
989,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
990,"a:(B&A),a:-B",| -> a:(B&A),2.4802,I
991,"a:(B&A),a:-B",| -> a:(B&A),2.4133,I
992,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
993,"a:(B&A),a:-B",| -> a:(B&A),2.4125,I
994,"a:(B&A),a:-B",| -> a:(B&A),2.4153,I
995,"a:(B&A),a:-B",| -> a:(B&A),2.1275,I
996,"a:(B&A),a:-B",| -> a:(B&A),2.413,I
997,"a:(B&A),a:-B",| -> a:(B&A),2.1245,I
998,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
999,"a:(B&A),a:-B",| -> a:(B&A),2.4805,I
1000,"a:(B&A),a:-B",| -> a:(B&A),2.1241,I
1001,"a:(B&A),a:-B",| -> a:(B&A),2.1248,I
1002,"a:(B&A),a:-B",| -> a:(B&A),2.1239,I
1003,"a:(B&A),a:-B",| -> a:(B&A),2.1248,I
1004,"a:(B&A),a:-B",| -> a:(B&A),2.4822,I
1005,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1006,"a:(B&A),a:-B",| -> a:(B&A),2.4136,I
1007,"a:(B&A),a:-B",| -> a:(B&A),2.4782,I
1008,"a:(B&A),a:-B",| -> a:(B&A),2.4129,I
1009,"a:(B&A),a:-B",| -> a:(B&A),2.1265,I
1010,"a:(B&A),a:-B",| -> a:(B&A),2.4143,I
1011,"a:(B&A),a:-B",| -> a:(B&A),2.1264,I
1012,"a:(B&A),a:-B",| -> a:(B&A),2.1224,I
1013,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
1014,"a:(B&A),a:-B",| -> a:(B&A),2.1278,I
1015,"a:(B&A),a:-B",| -> a:(B&A),2.1245,I
1016,"a:(B&A),a:-B",| -> a:(B&A),2.4791,I
1017,"a:(B&A),a:-B",| -> a:(B&A),2.4121,I
1018,"a:(B&A),a:-B",| -> a:(B&A),2.4772,I
1019,"a:(B&A),a:-B",| -> a:(B&A),2.4799,I
1020,"a:(B&A),a:-B",| -> a:(B&A),2.1261,I
1021,"a:(B&A),a:-B",| -> a:(B&A),2.4169,I
1022,"a:(B&A),a:-B",| -> a:(B&A),2.1244,I
1023,"a:(B&A),a:-B",| -> a:(B&A),2.1233,I
1024,"a:(B&A),a:-B",| -> a:(B&A),2.4109,I
1025,"a:(B&A),a:-B",| -> a:(B&A),2.1278,I
1026,"a:(B&A),a:-B",| -> a:(B&A),2.1249,I
1027,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
1028,"a:(B&A),a:-B",| -> a:(B&A),2.4155,I
1029,"a:(B&A),a:-B",| -> a:(B&A),2.4109,I
1030,"a:(B&A),a:-B",| -> a:(B&A),2.125,I
1031,"a:(B&A),a:-B",| -> a:(B&A),2.4128,I
1032,"a:(B&A),a:-B",| -> a:(B&A),2.1251,I
1033,"a:(B&A),a:-B",| -> a:(B&A),2.1281,I
1034,"a:(B&A),a:-B",| -> a:(B&A),2.1237,I
1035,"a:(B&A),a:-B",| -> a:(B&A),2.1264,I
1036,"a:(B&A),a:-B",| -> a:(B&A),2.1271,I
1037,"a:(B&A),a:-B",| -> a:(B&A),2.122,I
1038,"a:(B&A),a:-B",| -> a:(B&A),2.4144,I
1039,"a:(B&A),a:-B",| -> a:(B&A),2.1274,I
1040,"a:(B&A),a:-B",| -> a:(B&A),2.1276,I
1041,"a:(B&A),a:-B",| -> a:(B&A),2.127,I
1042,"a:(B&A),a:-B",| -> a:(B&A),2.1244,I
1043,"a:(B&A),a:-B",| -> a:(B&A),2.4143,I
1044,"a:(B&A),a:-B",| -> a:(B&A),2.4799,I
1045,"a:(B&A),a:-B",| -> a:(B&A),2.4859,I
1046,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
1047,"a:(B&A),a:-B",| -> a:(B&A),2.4127,I
1048,"a:(B&A),a:-B",| -> a:(B&A),2.124,I
1049,"a:(B&A),a:-B",| -> a:(B&A),2.1267,I
1050,"a:(B&A),a:-B",| -> a:(B&A),2.4136,I
1051,"a:(B&A),a:-B",| -> a:(B&A),2.4779,I
1052,"a:(B&A),a:-B",| -> a:(B&A),2.4788,I
1053,"a:(B&A),a:-B",| -> a:(B&A),2.1252,I
1054,"a:(B&A),a:-B",| -> a:(B&A),2.4771,I
1055,"a:(B&A),a:-B",| -> a:(B&A),2.1243,I
1056,"a:(B&A),a:-B",| -> a:(B&A),2.4774,I
1057,"a:(B&A),a:-B",| -> a:(B&A),2.4152,I
1058,"a:(B&A),a:-B",| -> a:(B&A),2.4141,I
1059,"a:(B&A),a:-B",| -> a:(B&A),2.4128,I
1060,"a:(B&A),a:-B",| -> a:(B&A),2.413,I
1061,"a:(B&A),a:-B",| -> a:(B&A),2.4149,I
1062,"a:(B&A),a:-B",| -> a:(B&A),2.4144,I
1063,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1064,"a:(B&A),a:-B",| -> a:(B&A),2.1255,I
1065,"a:(B&A),a:-B",| -> a:(B&A),2.4152,I
1066,"a:(B&A),a:-B",| -> a:(B&A),2.4798,I
1067,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
1068,"a:(B&A),a:-B",| -> a:(B&A),2.1265,I
1069,"a:(B&A),a:-B",| -> a:(B&A),2.127,I
1070,"a:(B&A),a:-B",| -> a:(B&A),2.4144,I
1071,"a:(B&A),a:-B",| -> a:(B&A),2.478,I
1072,"a:(B&A),a:-B",| -> a:(B&A),2.1253,I
1073,"a:(B&A),a:-B",| -> a:(B&A),2.1232,I
1074,"a:(B&A),a:-B",| -> a:(B&A),2.4158,I
1075,"a:(B&A),a:-B",| -> a:(B&A),2.4805,I
1076,"a:(B&A),a:-B",| -> a:(B&A),2.4152,I
1077,"a:(B&A),a:-B",| -> a:(B&A),2.1223,I
1078,"a:(B&A),a:-B",| -> a:(B&A),2.4142,I
1079,"a:(B&A),a:-B",| -> a:(B&A),2.4782,I
1080,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1081,"a:(B&A),a:-B",| -> a:(B&A),2.4769,I
1082,"a:(B&A),a:-B",| -> a:(B&A),2.4134,I
1083,"a:(B&A),a:-B",| -> a:(B&A),2.1288,I
1084,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
1085,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
1086,"a:(B&A),a:-B",| -> a:(B&A),2.1229,I
1087,"a:(B&A),a:-B",| -> a:(B&A),2.1266,I
1088,"a:(B&A),a:-B",| -> a:(B&A),2.4136,I
1089,"a:(B&A),a:-B",| -> a:(B&A),2.4122,I
1090,"a:(B&A),a:-B",| -> a:(B&A),2.4824,I
1091,"a:(B&A),a:-B",| -> a:(B&A),2.1264,I
1092,"a:(B&A),a:-B",| -> a:(B&A),2.1282,I
1093,"a:(B&A),a:-B",| -> a:(B&A),2.1265,I
1094,"a:(B&A),a:-B",| -> a:(B&A),2.4799,I
1095,"a:(B&A),a:-B",| -> a:(B&A),2.1272,I
1096,"a:(B&A),a:-B",| -> a:(B&A),2.1236,I
1097,"a:(B&A),a:-B",| -> a:(B&A),2.4791,I
1098,"a:(B&A),a:-B",| -> a:(B&A),2.1271,I
1099,"a:(B&A),a:-B",| -> a:(B&A),2.1244,I
1100,"a:(B&A),a:-B",| -> a:(B&A),2.4119,I
1101,"a:(B&A),a:-B",| -> a:(B&A),2.1244,I
1102,"a:(B&A),a:-B",| -> a:(B&A),2.4141,I
1103,"a:(B&A),a:-B",| -> a:(B&A),2.4116,I
1104,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
1105,"a:(B&A),a:-B",| -> a:(B&A),2.416,I
1106,"a:(B&A),a:-B",| -> a:(B&A),2.1244,I
1107,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
1108,"a:(B&A),a:-B",| -> a:(B&A),2.1257,I
1109,"a:(B&A),a:-B",| -> a:(B&A),2.4796,I
1110,"a:(B&A),a:-B",| -> a:(B&A),2.1276,I
1111,"a:(B&A),a:-B",| -> a:(B&A),2.1242,I
1112,"a:(B&A),a:-B",| -> a:(B&A),2.1229,I
1113,"a:(B&A),a:-B",| -> a:(B&A),2.1282,I
1114,"a:(B&A),a:-B",| -> a:(B&A),2.1253,I
1115,"a:(B&A),a:-B",| -> a:(B&A),2.1257,I
1116,"a:(B&A),a:-B",| -> a:(B&A),2.1239,I
1117,"a:(B&A),a:-B",| -> a:(B&A),2.1253,I
1118,"a:(B&A),a:-B",| -> a:(B&A),2.1233,I
1119,"a:(B&A),a:-B",| -> a:(B&A),2.4827,I
1120,"a:(B&A),a:-B",| -> a:(B&A),2.4821,I
1121,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
1122,"a:(B&A),a:-B",| -> a:(B&A),2.1246,I
1123,"a:(B&A),a:-B",| -> a:(B&A),2.1271,I
1124,"a:(B&A),a:-B",| -> a:(B&A),2.1237,I
1125,"a:(B&A),a:-B",| -> a:(B&A),2.4834,I
1126,"a:(B&A),a:-B",| -> a:(B&A),2.1248,I
1127,"a:(B&A),a:-B",| -> a:(B&A),2.4164,I
1128,"a:(B&A),a:-B",| -> a:(B&A),2.1232,I
1129,"a:(B&A),a:-B",| -> a:(B&A),2.129,I
1130,"a:(B&A),a:-B",| -> a:(B&A),2.1236,I
1131,"a:(B&A),a:-B",| -> a:(B&A),2.4826,I
1132,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
1133,"a:(B&A),a:-B",| -> a:(B&A),2.126,I
1134,"a:(B&A),a:-B",| -> a:(B&A),2.412,I
1135,"a:(B&A),a:-B",| -> a:(B&A),2.1266,I
1136,"a:(B&A),a:-B",| -> a:(B&A),2.1259,I
1137,"a:(B&A),a:-B",| -> a:(B&A),2.4763,I
1138,"a:(B&A),a:-B",| -> a:(B&A),2.4791,I
1139,"a:(B&A),a:-B",| -> a:(B&A),2.1277,I
1140,"a:(B&A),a:-B",| -> a:(B&A),2.1256,I
1141,"a:(B&A),a:-B",| -> a:(B&A),2.1271,I
1142,"a:(B&A),a:-B",| -> a:(B&A),2.1245,I
1143,"a:(B&A),a:-B",| -> a:(B&A),2.123,I
1144,"a:(B&A),a:-B",| -> a:(B&A),2.1222,I
1145,"a:(B&A),a:-B",| -> a:(B&A),2.4804,I
1146,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1147,"a:(B&A),a:-B",| -> a:(B&A),2.1249,I
1148,"a:(B&A),a:-B",| -> a:(B&A),2.4773,I
1149,"a:(B&A),a:-B",| -> a:(B&A),2.481,I
1150,"a:(B&A),a:-B",| -> a:(B&A),2.127,I
1151,"a:(B&A),a:-B",| -> a:(B&A),2.1229,I
1152,"a:(B&A),a:-B",| -> a:(B&A),2.1283,I
1153,"a:(B&A),a:-B",| -> a:(B&A),2.4133,I
1154,"a:(B&A),a:-B",| -> a:(B&A),2.4108,I
1155,"a:(B&A),a:-B",| -> a:(B&A),2.4797,I
1156,"a:(B&A),a:-B",| -> a:(B&A),2.4793,I
1157,"a:(B&A),a:-B",| -> a:(B&A),2.4131,I
1158,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
1159,"a:(B&A),a:-B",| -> a:(B&A),2.4135,I
1160,"a:(B&A),a:-B",| -> a:(B&A),2.4806,I
1161,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1162,"a:(B&A),a:-B",| -> a:(B&A),2.1237,I
1163,"a:(B&A),a:-B",| -> a:(B&A),2.4778,I
1164,"a:(B&A),a:-B",| -> a:(B&A),2.4146,I
1165,"a:(B&A),a:-B",| -> a:(B&A),2.1228,I
1166,"a:(B&A),a:-B",| -> a:(B&A),2.1234,I
1167,"a:(B&A),a:-B",| -> a:(B&A),2.1258,I
1168,"a:(B&A),a:-B",| -> a:(B&A),2.4838,I
1169,"a:(B&A),a:-B",| -> a:(B&A),2.412,I
1170,"a:(B&A),a:-B",| -> a:(B&A),2.1246,I
1171,"a:(B&A),a:-B",| -> a:(B&A),2.4818,I
1172,"a:(B&A),a:-B",| -> a:(B&A),2.1243,I
1173,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
1174,"a:(B&A),a:-B",| -> a:(B&A),2.1262,I
1175,"a:(B&A),a:-B",| -> a:(B&A),2.4135,I
1176,"a:(B&A),a:-B",| -> a:(B&A),2.1241,I
1177,"a:(B&A),a:-B",| -> a:(B&A),2.4829,I
1178,"a:(B&A),a:-B",| -> a:(B&A),2.1274,I
1179,"a:(B&A),a:-B",| -> a:(B&A),2.1254,I
1180,"a:(B&A),a:-B",| -> a:(B&A),2.1272,I
1181,"a:(B&A),a:-B",| -> a:(B&A),2.4138,I
1182,"a:(B&A),a:-B",| -> a:(B&A),2.1263,I
1183,"a:(B&A),a:-B",| -> a:(B&A),2.4127,I
1184,"a:(B&A),a:-B",| -> a:(B&A),2.1264,I
1185,"a:(B&A),a:-B",| -> a:(B&A),2.4123,I
1186,"a:(B&A),a:-B",| -> a:(B&A),2.1241,I
1187,"a:(B&A),a:-B",| -> a:(B&A),2.1278,I
1188,"a:(B&A),a:-B",| -> a:(B&A),2.4147,I
1189,"a:(B&A),a:-B",| -> a:(B&A),2.413,I
1190,"a:(B&A),a:-B",| -> a:(B&A),2.416,I
1191,"a:(B&A),a:-B",| -> a:(B&A),2.1275,I
1192,"a:(B&A),a:-B",| -> a:(B&A),2.1294,I
1193,"a:(B&A),a:-B",| -> a:(B&A),2.4139,I
1194,"a:(B&A),a:-B",| -> a:(B&A),2.4806,I
1195,"a:(B&A),a:-B",| -> a:(B&A),2.1267,I
1196,"a:(B&A),a:-B",| -> a:(B&A),2.1252,I
1197,"a:(B&A),a:-B",| -> a:(B&A),2.481,I
1198,"a:(B&A),a:-B",| -> a:(B&A),2.4137,I
1199,"a:(B&A),a:-B",| -> a:(B&A),2.1247,I
