,ABox,Run,Time,Judgement
111,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6535,C
112,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6524,C
113,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.659,C
114,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6564,C
115,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6564,C
116,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6574,C
117,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6577,C
118,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5961,C
119,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6536,C
120,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6541,C
121,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6521,C
122,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6585,C
123,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6037,C
124,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6013,C
125,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6603,C
126,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6076,C
127,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6564,C
128,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6535,C
129,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.649,C
130,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6568,C
131,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
132,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6028,C
133,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6554,C
134,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6471,C
135,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6529,C
136,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6534,C
137,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6567,C
138,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6492,C
139,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6542,C
140,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6529,C
141,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.657,C
142,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6572,C
143,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6533,C
144,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6547,C
145,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
146,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6548,C
147,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6545,C
148,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6003,C
149,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6515,C
150,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6558,C
151,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6534,C
152,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6559,C
153,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6525,C
154,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
155,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6588,C
156,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6633,C
157,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6539,C
158,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6585,C
159,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6551,C
160,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6568,C
161,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6575,C
162,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5977,C
163,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6505,C
164,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6541,C
165,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6499,C
166,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6533,C
167,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6544,C
168,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6537,C
169,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6531,C
170,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6578,C
171,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6563,C
172,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6551,C
173,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6555,C
174,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6536,C
175,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6574,C
176,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6532,C
177,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6579,C
178,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6524,C
179,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6545,C
180,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6055,C
181,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6552,C
182,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6534,C
183,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6544,C
184,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.659,C
185,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6546,C
186,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6576,C
187,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6553,C
188,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6072,C
189,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6011,C
190,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6582,C
191,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6583,C
192,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6551,C
193,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6024,C
194,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6097,C
195,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6517,C
196,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6565,C
197,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6567,C
198,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.66,C
199,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5992,C
200,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6531,C
201,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6583,C
202,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6507,C
203,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6563,C
204,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6527,C
205,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6537,C
206,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6574,C
207,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6555,C
208,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6008,C
209,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5996,C
210,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6553,C
211,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.653,C
212,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6562,C
213,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6519,C
214,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.657,C
215,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6552,C
216,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6543,C
217,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.654,C
218,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6534,C
219,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6512,C
220,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6573,C
221,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.604,C
222,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6058,C
223,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6535,C
224,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6491,C
225,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6573,C
226,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6565,C
227,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6544,C
228,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6031,C
229,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.661,C
230,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6015,C
231,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6566,C
232,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6566,C
233,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6535,C
234,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6502,C
235,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6565,C
236,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6009,C
237,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
238,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6023,C
239,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6563,C
240,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6558,C
241,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6534,C
242,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.655,C
243,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6524,C
244,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6564,C
245,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.605,C
246,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6584,C
247,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6569,C
248,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6481,C
249,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6038,C
250,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6538,C
251,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5994,C
252,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6525,C
253,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6604,C
254,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6526,C
255,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6575,C
256,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6509,C
257,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6569,C
258,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6581,C
259,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6575,C
260,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6566,C
261,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5993,C
262,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6569,C
263,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6588,C
264,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6563,C
265,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6522,C
266,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6505,C
267,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6521,C
268,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6011,C
269,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6578,C
270,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6492,C
271,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6605,C
272,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6561,C
273,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6526,C
274,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6577,C
275,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6547,C
276,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6551,C
277,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.5997,C
278,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6,C
279,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.651,C
280,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6571,C
281,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.653,C
282,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
283,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6506,C
284,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6518,C
285,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6527,C
286,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6544,C
287,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6042,C
288,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6555,C
289,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6557,C
290,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6496,C
291,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6582,C
292,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6524,C
293,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6559,C
294,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6008,C
295,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6554,C
296,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6551,C
297,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6558,C
298,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6556,C
299,"a:A, (b,a):r, b:/Ar.E", -> b:/Ar.E,3.6518,C
300,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1379,I
301,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1419,I
302,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1397,I
303,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1388,I
304,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1409,I
305,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0831,I
306,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0865,I
307,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0875,I
308,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0868,I
309,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1381,I
310,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.133,I
311,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.081,I
312,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1391,I
313,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.143,I
314,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1422,I
315,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1369,I
316,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0875,I
317,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1396,I
318,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1402,I
319,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1452,I
320,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1406,I
321,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1383,I
322,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1408,I
323,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0823,I
324,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0875,I
325,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1414,I
326,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1368,I
327,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1366,I
328,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1411,I
329,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1384,I
330,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1417,I
331,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1385,I
332,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1405,I
333,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1403,I
334,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1389,I
335,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0856,I
336,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1449,I
337,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.0857,I
338,"a:A, (b,a):r, b:/Ar.-A", -> b:/Ar.-A,3.1396,I
