,ABox,Run,Time,Judgement
140,"a:(A&B),a:C",-> -> a:(A&B),4.8203,C
141,"a:(A&B),a:C",-> -> a:(A&B),4.8203,C
142,"a:(A&B),a:C",-> -> a:(A&B),4.826,C
143,"a:(A&B),a:C",-> -> a:(A&B),4.8213,C
144,"a:(A&B),a:C",-> -> a:(A&B),4.8247,C
145,"a:(A&B),a:C",-> -> a:(A&B),4.8232,C
146,"a:(A&B),a:C",-> -> a:(A&B),4.8258,C
147,"a:(A&B),a:C",-> -> a:(A&B),4.825,C
148,"a:(A&B),a:C",-> -> a:(A&B),4.8222,C
149,"a:(A&B),a:C",-> -> a:(A&B),4.823,C
150,"a:(A&B),a:C",-> -> a:(A&B),4.844,C
151,"a:(A&B),a:C",-> -> a:(A&B),4.8461,C
152,"a:(A&B),a:C",-> -> a:(A&B),4.8503,C
153,"a:(A&B),a:C",-> -> a:(A&B),4.8501,C
154,"a:(A&B),a:C",-> -> a:(A&B),4.8239,C
155,"a:(A&B),a:C",-> -> a:(A&B),4.8477,C
156,"a:(A&B),a:C",-> -> a:(A&B),4.8235,C
157,"a:(A&B),a:C",-> -> a:(A&B),4.823,C
158,"a:(A&B),a:C",-> -> a:(A&B),4.8255,C
159,"a:(A&B),a:C",-> -> a:(A&B),4.8255,C
160,"a:(A&B),a:C",-> -> a:(A&B),4.8461,C
161,"a:(A&B),a:C",-> -> a:(A&B),4.823,C
162,"a:(A&B),a:C",-> -> a:(A&B),4.8256,C
163,"a:(A&B),a:C",-> -> a:(A&B),4.8257,C
164,"a:(A&B),a:C",-> -> a:(A&B),4.8245,C
165,"a:(A&B),a:C",-> -> a:(A&B),4.848,C
166,"a:(A&B),a:C",-> -> a:(A&B),4.8537,C
167,"a:(A&B),a:C",-> -> a:(A&B),4.8482,C
168,"a:(A&B),a:C",-> -> a:(A&B),4.8227,C
169,"a:(A&B),a:C",-> -> a:(A&B),4.8272,C
170,"a:(A&B),a:C",-> -> a:(A&B),4.8219,C
171,"a:(A&B),a:C",-> -> a:(A&B),4.825,C
172,"a:(A&B),a:C",-> -> a:(A&B),4.8267,C
173,"a:(A&B),a:C",-> -> a:(A&B),4.8237,C
174,"a:(A&B),a:C",-> -> a:(A&B),4.8252,C
175,"a:(A&B),a:C",-> -> a:(A&B),4.8265,C
176,"a:(A&B),a:C",-> -> a:(A&B),4.8292,C
177,"a:(A&B),a:C",-> -> a:(A&B),4.8209,C
178,"a:(A&B),a:C",-> -> a:(A&B),4.8487,C
179,"a:(A&B),a:C",-> -> a:(A&B),4.8488,C
180,"a:(A&B),a:C",-> -> a:(A&B),4.8438,C
181,"a:(A&B),a:C",-> -> a:(A&B),4.8433,C
182,"a:(A&B),a:C",-> -> a:(A&B),4.8463,C
183,"a:(A&B),a:C",-> -> a:(A&B),4.8506,C
184,"a:(A&B),a:C",-> -> a:(A&B),4.8449,C
185,"a:(A&B),a:C",-> -> a:(A&B),4.8227,C
186,"a:(A&B),a:C",-> -> a:(A&B),4.8217,C
187,"a:(A&B),a:C",-> -> a:(A&B),4.8521,C
188,"a:(A&B),a:C",-> -> a:(A&B),4.8502,C
189,"a:(A&B),a:C",-> -> a:(A&B),4.8499,C
190,"a:(A&B),a:C",-> -> a:(A&B),4.8254,C
191,"a:(A&B),a:C",-> -> a:(A&B),4.82,C
192,"a:(A&B),a:C",-> -> a:(A&B),4.8238,C
193,"a:(A&B),a:C",-> -> a:(A&B),4.8245,C
194,"a:(A&B),a:C",-> -> a:(A&B),4.8447,C
195,"a:(A&B),a:C",-> -> a:(A&B),4.8504,C
196,"a:(A&B),a:C",-> -> a:(A&B),4.8221,C
197,"a:(A&B),a:C",-> -> a:(A&B),4.8487,C
198,"a:(A&B),a:C",-> -> a:(A&B),4.847,C
199,"a:(A&B),a:C",-> -> a:(A&B),4.8222,C
200,"a:(A&B),a:C",-> -> a:(A&B),4.849,C
201,"a:(A&B),a:C",-> -> a:(A&B),4.8486,C
202,"a:(A&B),a:C",-> -> a:(A&B),4.8251,C
203,"a:(A&B),a:C",-> -> a:(A&B),4.8219,C
204,"a:(A&B),a:C",-> -> a:(A&B),4.8234,C
205,"a:(A&B),a:C",-> -> a:(A&B),4.8234,C
206,"a:(A&B),a:C",-> -> a:(A&B),4.8264,C
207,"a:(A&B),a:C",-> -> a:(A&B),4.8257,C
208,"a:(A&B),a:C",-> -> a:(A&B),4.8471,C
209,"a:(A&B),a:C",-> -> a:(A&B),4.8276,C
210,"a:(A&B),a:C",-> -> a:(A&B),4.8218,C
211,"a:(A&B),a:C",-> -> a:(A&B),4.8452,C
212,"a:(A&B),a:C",-> -> a:(A&B),4.8533,C
213,"a:(A&B),a:C",-> -> a:(A&B),4.8206,C
214,"a:(A&B),a:C",-> -> a:(A&B),4.8485,C
215,"a:(A&B),a:C",-> -> a:(A&B),4.8253,C
216,"a:(A&B),a:C",-> -> a:(A&B),4.8206,C
217,"a:(A&B),a:C",-> -> a:(A&B),4.8263,C
218,"a:(A&B),a:C",-> -> a:(A&B),4.8484,C
219,"a:(A&B),a:C",-> -> a:(A&B),4.8485,C
220,"a:(A&B),a:C",-> -> a:(A&B),4.85,C
221,"a:(A&B),a:C",-> -> a:(A&B),4.8229,C
222,"a:(A&B),a:C",-> -> a:(A&B),4.8223,C
223,"a:(A&B),a:C",-> -> a:(A&B),4.8229,C
224,"a:(A&B),a:C",-> -> a:(A&B),4.8282,C
225,"a:(A&B),a:C",-> -> a:(A&B),4.822,C
226,"a:(A&B),a:C",-> -> a:(A&B),4.8448,C
227,"a:(A&B),a:C",-> -> a:(A&B),4.8243,C
228,"a:(A&B),a:C",-> -> a:(A&B),4.8486,C
229,"a:(A&B),a:C",-> -> a:(A&B),4.8264,C
230,"a:(A&B),a:C",-> -> a:(A&B),4.8466,C
231,"a:(A&B),a:C",-> -> a:(A&B),4.8194,C
232,"a:(A&B),a:C",-> -> a:(A&B),4.8504,C
233,"a:(A&B),a:C",-> -> a:(A&B),4.8481,C
234,"a:(A&B),a:C",-> -> a:(A&B),4.8234,C
235,"a:(A&B),a:C",-> -> a:(A&B),4.8515,C
236,"a:(A&B),a:C",-> -> a:(A&B),4.8277,C
237,"a:(A&B),a:C",-> -> a:(A&B),4.8513,C
238,"a:(A&B),a:C",-> -> a:(A&B),4.848,C
239,"a:(A&B),a:C",-> -> a:(A&B),4.8221,C
240,"a:(A&B),a:C",-> -> a:(A&B),4.8481,C
241,"a:(A&B),a:C",-> -> a:(A&B),4.8469,C
242,"a:(A&B),a:C",-> -> a:(A&B),4.8479,C
243,"a:(A&B),a:C",-> -> a:(A&B),4.8462,C
244,"a:(A&B),a:C",-> -> a:(A&B),4.8274,C
245,"a:(A&B),a:C",-> -> a:(A&B),4.8215,C
246,"a:(A&B),a:C",-> -> a:(A&B),4.8238,C
247,"a:(A&B),a:C",-> -> a:(A&B),4.8502,C
248,"a:(A&B),a:C",-> -> a:(A&B),4.8226,C
249,"a:(A&B),a:C",-> -> a:(A&B),4.8486,C
250,"a:(A&B),a:C",-> -> a:(A&B),4.8217,C
251,"a:(A&B),a:C",-> -> a:(A&B),4.8492,C
252,"a:(A&B),a:C",-> -> a:(A&B),4.8499,C
253,"a:(A&B),a:C",-> -> a:(A&B),4.8228,C
254,"a:(A&B),a:C",-> -> a:(A&B),4.8483,C
255,"a:(A&B),a:C",-> -> a:(A&B),4.8231,C
256,"a:(A&B),a:C",-> -> a:(A&B),4.8477,C
257,"a:(A&B),a:C",-> -> a:(A&B),4.8475,C
258,"a:(A&B),a:C",-> -> a:(A&B),4.8253,C
259,"a:(A&B),a:C",-> -> a:(A&B),4.8239,C
260,"a:(A&B),a:C",-> -> a:(A&B),4.8227,C
261,"a:(A&B),a:C",-> -> a:(A&B),4.8237,C
262,"a:(A&B),a:C",-> -> a:(A&B),4.8469,C
263,"a:(A&B),a:C",-> -> a:(A&B),4.828,C
264,"a:(A&B),a:C",-> -> a:(A&B),4.8221,C
265,"a:(A&B),a:C",-> -> a:(A&B),4.8254,C
266,"a:(A&B),a:C",-> -> a:(A&B),4.8275,C
267,"a:(A&B),a:C",-> -> a:(A&B),4.851,C
268,"a:(A&B),a:C",-> -> a:(A&B),4.8233,C
269,"a:(A&B),a:C",-> -> a:(A&B),4.8233,C
270,"a:(A&B),a:C",-> -> a:(A&B),4.825,C
271,"a:(A&B),a:C",-> -> a:(A&B),4.851,C
272,"a:(A&B),a:C",-> -> a:(A&B),4.8449,C
273,"a:(A&B),a:C",-> -> a:(A&B),4.8494,C
274,"a:(A&B),a:C",-> -> a:(A&B),4.8486,C
275,"a:(A&B),a:C",-> -> a:(A&B),4.825,C
276,"a:(A&B),a:C",-> -> a:(A&B),4.8242,C
277,"a:(A&B),a:C",-> -> a:(A&B),4.826,C
278,"a:(A&B),a:C",-> -> a:(A&B),4.8553,C
279,"a:(A&B),a:C",-> -> a:(A&B),4.8227,C
280,"a:(A&B),a:C",-> -> a:(A&B),4.8492,C
281,"a:(A&B),a:C",-> -> a:(A&B),4.8204,C
282,"a:(A&B),a:C",-> -> a:(A&B),4.8232,C
283,"a:(A&B),a:C",-> -> a:(A&B),4.8502,C
284,"a:(A&B),a:C",-> -> a:(A&B),4.8242,C
285,"a:(A&B),a:C",-> -> a:(A&B),4.848,C
286,"a:(A&B),a:C",-> -> a:(A&B),4.8495,C
287,"a:(A&B),a:C",-> -> a:(A&B),4.822,C
288,"a:(A&B),a:C",-> -> a:(A&B),4.8231,C
289,"a:(A&B),a:C",-> -> a:(A&B),4.825,C
290,"a:(A&B),a:C",-> -> a:(A&B),4.8238,C
291,"a:(A&B),a:C",-> -> a:(A&B),4.8246,C
292,"a:(A&B),a:C",-> -> a:(A&B),4.8247,C
293,"a:(A&B),a:C",-> -> a:(A&B),4.8474,C
294,"a:(A&B),a:C",-> -> a:(A&B),4.8224,C
295,"a:(A&B),a:C",-> -> a:(A&B),4.8488,C
296,"a:(A&B),a:C",-> -> a:(A&B),4.8478,C
297,"a:(A&B),a:C",-> -> a:(A&B),4.8479,C
298,"a:(A&B),a:C",-> -> a:(A&B),4.8492,C
299,"a:(A&B),a:C",-> -> a:(A&B),4.8504,C
300,"a:C,a:(A&B)",-> -> a:(A&B),4.8473,C
301,"a:C,a:(A&B)",-> -> a:(A&B),4.8249,C
302,"a:C,a:(A&B)",-> -> a:(A&B),4.8205,C
303,"a:C,a:(A&B)",-> -> a:(A&B),4.8273,C
304,"a:C,a:(A&B)",-> -> a:(A&B),4.8229,C
305,"a:C,a:(A&B)",-> -> a:(A&B),4.8264,C
306,"a:C,a:(A&B)",-> -> a:(A&B),4.8257,C
307,"a:C,a:(A&B)",-> -> a:(A&B),4.8495,C
308,"a:C,a:(A&B)",-> -> a:(A&B),4.8203,C
309,"a:C,a:(A&B)",-> -> a:(A&B),4.8481,C
310,"a:C,a:(A&B)",-> -> a:(A&B),4.8235,C
311,"a:C,a:(A&B)",-> -> a:(A&B),4.821,C
312,"a:C,a:(A&B)",-> -> a:(A&B),4.8499,C
313,"a:C,a:(A&B)",-> -> a:(A&B),4.825,C
314,"a:C,a:(A&B)",-> -> a:(A&B),4.8491,C
315,"a:C,a:(A&B)",-> -> a:(A&B),4.8457,C
316,"a:C,a:(A&B)",-> -> a:(A&B),4.8226,C
317,"a:C,a:(A&B)",-> -> a:(A&B),4.8285,C
318,"a:C,a:(A&B)",-> -> a:(A&B),4.8212,C
319,"a:C,a:(A&B)",-> -> a:(A&B),4.8467,C
320,"a:C,a:(A&B)",-> -> a:(A&B),4.8225,C
321,"a:C,a:(A&B)",-> -> a:(A&B),4.8515,C
322,"a:C,a:(A&B)",-> -> a:(A&B),4.8222,C
323,"a:C,a:(A&B)",-> -> a:(A&B),4.845,C
324,"a:C,a:(A&B)",-> -> a:(A&B),4.8228,C
325,"a:C,a:(A&B)",-> -> a:(A&B),4.8484,C
326,"a:C,a:(A&B)",-> -> a:(A&B),4.8439,C
327,"a:C,a:(A&B)",-> -> a:(A&B),4.8239,C
328,"a:C,a:(A&B)",-> -> a:(A&B),4.8229,C
329,"a:C,a:(A&B)",-> -> a:(A&B),4.8249,C
330,"a:C,a:(A&B)",-> -> a:(A&B),4.8481,C
331,"a:C,a:(A&B)",-> -> a:(A&B),4.8243,C
332,"a:C,a:(A&B)",-> -> a:(A&B),4.8221,C
333,"a:C,a:(A&B)",-> -> a:(A&B),4.849,C
334,"a:C,a:(A&B)",-> -> a:(A&B),4.8475,C
335,"a:C,a:(A&B)",-> -> a:(A&B),4.8435,C
336,"a:C,a:(A&B)",-> -> a:(A&B),4.8525,C
337,"a:C,a:(A&B)",-> -> a:(A&B),4.8212,C
338,"a:C,a:(A&B)",-> -> a:(A&B),4.8203,C
339,"a:C,a:(A&B)",-> -> a:(A&B),4.8274,C
340,"a:C,a:(A&B)",-> -> a:(A&B),4.8468,C
341,"a:C,a:(A&B)",-> -> a:(A&B),4.8472,C
342,"a:C,a:(A&B)",-> -> a:(A&B),4.8461,C
343,"a:C,a:(A&B)",-> -> a:(A&B),4.8479,C
344,"a:C,a:(A&B)",-> -> a:(A&B),4.8484,C
345,"a:C,a:(A&B)",-> -> a:(A&B),4.8281,C
346,"a:C,a:(A&B)",-> -> a:(A&B),4.8236,C
347,"a:C,a:(A&B)",-> -> a:(A&B),4.826,C
348,"a:C,a:(A&B)",-> -> a:(A&B),4.8521,C
349,"a:C,a:(A&B)",-> -> a:(A&B),4.8464,C
350,"a:C,a:(A&B)",-> -> a:(A&B),4.8254,C
351,"a:C,a:(A&B)",-> -> a:(A&B),4.823,C
352,"a:C,a:(A&B)",-> -> a:(A&B),4.8216,C
353,"a:C,a:(A&B)",-> -> a:(A&B),4.824,C
354,"a:C,a:(A&B)",-> -> a:(A&B),4.8227,C
355,"a:C,a:(A&B)",-> -> a:(A&B),4.8542,C
356,"a:C,a:(A&B)",-> -> a:(A&B),4.8242,C
357,"a:C,a:(A&B)",-> -> a:(A&B),4.8272,C
358,"a:C,a:(A&B)",-> -> a:(A&B),4.8502,C
359,"a:C,a:(A&B)",-> -> a:(A&B),4.8472,C
360,"a:C,a:(A&B)",-> -> a:(A&B),4.8222,C
361,"a:C,a:(A&B)",-> -> a:(A&B),4.8217,C
362,"a:C,a:(A&B)",-> -> a:(A&B),4.8217,C
363,"a:C,a:(A&B)",-> -> a:(A&B),4.8519,C
364,"a:C,a:(A&B)",-> -> a:(A&B),4.8267,C
365,"a:C,a:(A&B)",-> -> a:(A&B),4.8198,C
366,"a:C,a:(A&B)",-> -> a:(A&B),4.8487,C
367,"a:C,a:(A&B)",-> -> a:(A&B),4.8248,C
368,"a:C,a:(A&B)",-> -> a:(A&B),4.8211,C
369,"a:C,a:(A&B)",-> -> a:(A&B),4.8192,C
370,"a:C,a:(A&B)",-> -> a:(A&B),4.8423,C
371,"a:C,a:(A&B)",-> -> a:(A&B),4.8185,C
372,"a:C,a:(A&B)",-> -> a:(A&B),4.8477,C
373,"a:C,a:(A&B)",-> -> a:(A&B),4.8286,C
374,"a:C,a:(A&B)",-> -> a:(A&B),4.827,C
375,"a:C,a:(A&B)",-> -> a:(A&B),4.8439,C
376,"a:C,a:(A&B)",-> -> a:(A&B),4.8491,C
377,"a:C,a:(A&B)",-> -> a:(A&B),4.8492,C
378,"a:C,a:(A&B)",-> -> a:(A&B),4.8212,C
379,"a:C,a:(A&B)",-> -> a:(A&B),4.8511,C
380,"a:C,a:(A&B)",-> -> a:(A&B),4.8244,C
381,"a:C,a:(A&B)",-> -> a:(A&B),4.824,C
382,"a:C,a:(A&B)",-> -> a:(A&B),4.85,C
383,"a:C,a:(A&B)",-> -> a:(A&B),4.8506,C
384,"a:C,a:(A&B)",-> -> a:(A&B),4.8302,C
385,"a:C,a:(A&B)",-> -> a:(A&B),4.8454,C
386,"a:C,a:(A&B)",-> -> a:(A&B),4.8211,C
387,"a:C,a:(A&B)",-> -> a:(A&B),4.8246,C
388,"a:C,a:(A&B)",-> -> a:(A&B),4.8489,C
389,"a:C,a:(A&B)",-> -> a:(A&B),4.8499,C
390,"a:C,a:(A&B)",-> -> a:(A&B),4.8244,C
391,"a:C,a:(A&B)",-> -> a:(A&B),4.8538,C
392,"a:C,a:(A&B)",-> -> a:(A&B),4.8239,C
393,"a:C,a:(A&B)",-> -> a:(A&B),4.8252,C
394,"a:C,a:(A&B)",-> -> a:(A&B),4.8437,C
395,"a:C,a:(A&B)",-> -> a:(A&B),4.8452,C
396,"a:C,a:(A&B)",-> -> a:(A&B),4.8273,C
397,"a:C,a:(A&B)",-> -> a:(A&B),4.8461,C
398,"a:C,a:(A&B)",-> -> a:(A&B),4.8275,C
399,"a:C,a:(A&B)",-> -> a:(A&B),4.8241,C
400,"a:C,a:(A&B)",-> -> a:(A&B),4.8444,C
401,"a:C,a:(A&B)",-> -> a:(A&B),4.8257,C
402,"a:C,a:(A&B)",-> -> a:(A&B),4.8456,C
403,"a:C,a:(A&B)",-> -> a:(A&B),4.8251,C
404,"a:C,a:(A&B)",-> -> a:(A&B),4.8264,C
405,"a:C,a:(A&B)",-> -> a:(A&B),4.8483,C
406,"a:C,a:(A&B)",-> -> a:(A&B),4.8456,C
407,"a:C,a:(A&B)",-> -> a:(A&B),4.8478,C
408,"a:C,a:(A&B)",-> -> a:(A&B),4.8539,C
409,"a:C,a:(A&B)",-> -> a:(A&B),4.8454,C
410,"a:C,a:(A&B)",-> -> a:(A&B),4.8482,C
411,"a:C,a:(A&B)",-> -> a:(A&B),4.851,C
412,"a:C,a:(A&B)",-> -> a:(A&B),4.8222,C
413,"a:C,a:(A&B)",-> -> a:(A&B),4.8231,C
414,"a:C,a:(A&B)",-> -> a:(A&B),4.8268,C
415,"a:C,a:(A&B)",-> -> a:(A&B),4.8277,C
416,"a:C,a:(A&B)",-> -> a:(A&B),4.8496,C
417,"a:C,a:(A&B)",-> -> a:(A&B),4.8482,C
418,"a:C,a:(A&B)",-> -> a:(A&B),4.8228,C
419,"a:C,a:(A&B)",-> -> a:(A&B),4.8465,C
420,"a:C,a:(A&B)",-> -> a:(A&B),4.8229,C
421,"a:C,a:(A&B)",-> -> a:(A&B),4.8248,C
422,"a:C,a:(A&B)",-> -> a:(A&B),4.8508,C
423,"a:C,a:(A&B)",-> -> a:(A&B),4.8217,C
424,"a:C,a:(A&B)",-> -> a:(A&B),4.8211,C
425,"a:C,a:(A&B)",-> -> a:(A&B),4.8466,C
426,"a:C,a:(A&B)",-> -> a:(A&B),4.8257,C
427,"a:C,a:(A&B)",-> -> a:(A&B),4.824,C
428,"a:C,a:(A&B)",-> -> a:(A&B),4.8252,C
429,"a:C,a:(A&B)",-> -> a:(A&B),4.8471,C
430,"a:C,a:(A&B)",-> -> a:(A&B),4.8496,C
431,"a:C,a:(A&B)",-> -> a:(A&B),4.8575,C
432,"a:C,a:(A&B)",-> -> a:(A&B),4.8231,C
433,"a:C,a:(A&B)",-> -> a:(A&B),4.822,C
