Index,ABox,Run,Time,Judgement
220,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7739,C
221,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7163,C
222,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0757,C
223,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8984,C
224,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0744,C
225,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7704,C
226,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8701,C
227,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8864,C
228,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.893,C
229,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8938,C
230,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9231,C
231,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7334,C
232,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7146,C
233,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8652,C
234,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.893,C
235,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7618,C
236,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0811,C
237,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9197,C
238,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9484,C
239,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9323,C
240,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9045,C
241,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9049,C
242,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0163,C
243,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9065,C
244,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7439,C
245,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7318,C
246,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7475,C
247,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7747,C
248,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0489,C
249,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7816,C
250,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0138,C
251,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9226,C
252,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.059,C
253,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8926,C
254,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8889,C
255,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9352,C
256,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7525,C
257,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0833,C
258,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9076,C
259,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8927,C
260,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8998,C
261,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0462,C
262,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.775,C
263,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0706,C
264,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.71,C
265,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7621,C
266,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9361,C
267,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7312,C
268,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0489,C
269,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7667,C
270,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7504,C
271,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0518,C
272,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9324,C
273,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0468,C
274,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7597,C
275,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8872,C
276,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7109,C
277,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8914,C
278,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.922,C
279,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8535,C
280,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9311,C
281,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9324,C
282,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0463,C
283,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0725,C
284,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8906,C
285,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8939,C
286,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9077,C
287,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8936,C
288,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9505,C
289,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8939,C
290,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0745,C
291,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.0452,C
292,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.951,C
293,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8936,C
294,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9019,C
295,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),8.021,C
296,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8904,C
297,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.8916,C
298,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.7533,C
299,a:(-A&(B&(C&D))), -> a:(-A&(B&(C&D))) -> a:(B&(C&D)) -> a:(C&D),7.9048,C
300,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0701,C
301,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8876,C
302,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0843,C
303,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9113,C
304,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7555,C
305,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7297,C
306,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0477,C
307,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9291,C
308,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9262,C
309,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7466,C
310,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9339,C
311,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.776,C
312,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9505,C
313,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8956,C
314,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0593,C
315,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9076,C
316,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.066,C
317,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.87,C
318,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8675,C
319,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0455,C
320,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9328,C
321,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7363,C
322,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9315,C
323,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1049,C
324,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9092,C
325,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.906,C
326,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8864,C
327,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8625,C
328,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9122,C
329,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0854,C
330,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9303,C
331,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8961,C
332,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7775,C
333,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0876,C
334,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.904,C
335,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9257,C
336,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8929,C
337,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9038,C
338,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0676,C
339,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.89,C
340,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8693,C
341,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8929,C
342,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9271,C
343,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9305,C
344,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0513,C
345,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9497,C
346,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7986,C
347,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8634,C
348,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.773,C
349,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7102,C
350,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0689,C
351,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8619,C
352,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.863,C
353,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9285,C
354,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9043,C
355,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.045,C
356,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7291,C
357,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9274,C
358,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0465,C
359,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0752,C
360,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7803,C
361,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9297,C
362,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9059,C
363,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7361,C
364,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8902,C
365,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7616,C
366,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0859,C
367,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9089,C
368,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8689,C
369,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9101,C
370,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7771,C
371,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0425,C
372,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9038,C
373,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.899,C
374,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0493,C
375,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9274,C
376,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.062,C
377,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8904,C
378,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8942,C
379,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9265,C
380,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8917,C
381,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.925,C
382,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8918,C
383,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7324,C
384,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0445,C
385,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7128,C
386,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.792,C
387,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.866,C
388,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.02,C
389,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1073,C
390,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0702,C
391,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7095,C
392,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8922,C
393,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0859,C
394,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7325,C
395,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8882,C
396,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1138,C
397,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7576,C
398,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9526,C
399,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0584,C
400,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8655,C
401,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.931,C
402,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9517,C
403,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.76,C
404,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0881,C
405,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7171,C
406,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8983,C
407,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9318,C
408,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7982,C
409,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8625,C
410,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7731,C
411,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.915,C
412,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0602,C
413,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9067,C
414,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0182,C
415,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7606,C
416,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7789,C
417,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.904,C
418,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8911,C
419,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8652,C
420,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7611,C
421,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.075,C
422,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8647,C
423,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0448,C
424,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.751,C
425,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7071,C
426,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8901,C
427,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.738,C
428,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0187,C
429,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8885,C
430,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9291,C
431,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7397,C
432,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0845,C
433,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1064,C
434,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9124,C
435,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9329,C
436,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9587,C
437,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0892,C
438,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7723,C
439,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0444,C
