Index,ABox,Run,Time,Judgement
440,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8628,C
441,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.869,C
442,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9188,C
443,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1097,C
444,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9538,C
445,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.046,C
446,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9111,C
447,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7579,C
448,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9036,C
449,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0448,C
450,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.059,C
451,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7363,C
452,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0461,C
453,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7697,C
454,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9124,C
455,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8021,C
456,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0825,C
457,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8903,C
458,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9109,C
459,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7629,C
460,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7487,C
461,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9539,C
462,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8894,C
463,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9283,C
464,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8824,C
465,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9154,C
466,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9228,C
467,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7727,C
468,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7291,C
469,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9263,C
470,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9114,C
471,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8693,C
472,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8902,C
473,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0707,C
474,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7512,C
475,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7543,C
476,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7349,C
477,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9097,C
478,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0138,C
479,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.897,C
480,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0446,C
481,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7515,C
482,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7099,C
483,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9135,C
484,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7582,C
485,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0716,C
486,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9524,C
487,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9096,C
488,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7147,C
489,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0227,C
490,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9055,C
491,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.864,C
492,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9056,C
493,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.926,C
494,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7774,C
495,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9006,C
496,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9045,C
497,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7612,C
498,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.071,C
499,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8935,C
500,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7389,C
501,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0449,C
502,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7922,C
503,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9319,C
504,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7486,C
505,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8647,C
506,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9056,C
507,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0472,C
508,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7753,C
509,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.892,C
510,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.87,C
511,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7728,C
512,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0183,C
513,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7351,C
514,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0837,C
515,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0178,C
516,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0718,C
517,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9536,C
518,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0703,C
519,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0618,C
520,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9073,C
521,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9131,C
522,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.927,C
523,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0207,C
524,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8947,C
525,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7465,C
526,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0697,C
527,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.76,C
528,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7286,C
529,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7087,C
530,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1085,C
531,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0844,C
532,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9322,C
533,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.92,C
534,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9322,C
535,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8886,C
536,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7354,C
537,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0841,C
538,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9596,C
539,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9526,C
540,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0865,C
541,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9176,C
542,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9179,C
543,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0594,C
544,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8638,C
545,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8928,C
546,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7981,C
547,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1036,C
548,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8888,C
549,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7338,C
550,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7708,C
551,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7593,C
552,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.707,C
553,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8935,C
554,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0482,C
555,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9,C
556,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9357,C
557,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9308,C
558,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.871,C
559,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.926,C
560,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9272,C
561,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9057,C
562,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8924,C
563,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7545,C
564,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9549,C
565,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7621,C
566,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9252,C
567,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9088,C
568,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7719,C
569,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8924,C
570,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8865,C
571,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8974,C
572,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9509,C
573,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7739,C
574,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0715,C
575,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8939,C
576,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0871,C
577,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0828,C
578,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0428,C
579,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8024,C
580,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7681,C
581,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9123,C
582,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9325,C
583,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0233,C
584,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9023,C
585,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8913,C
586,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9535,C
587,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7675,C
588,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8943,C
589,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9259,C
590,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9318,C
591,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.1127,C
592,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.8929,C
593,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7654,C
594,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.7129,C
595,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0845,C
596,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0877,C
597,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.889,C
598,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),8.0222,C
599,a:(B&(-A&(C&D))), -> a:(B&(-A&(C&D))) -> a:(-A&(C&D)) -> a:(C&D),7.9562,C
600,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8927,C
601,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7741,C
602,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7532,C
603,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7089,C
604,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8915,C
605,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7114,C
606,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0492,C
607,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8587,C
608,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.909,C
609,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7161,C
610,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9567,C
611,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0865,C
612,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7946,C
613,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0935,C
614,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7388,C
615,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8887,C
616,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9322,C
617,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9287,C
618,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9121,C
619,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8921,C
620,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0176,C
621,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9168,C
622,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0653,C
623,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8868,C
624,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9578,C
625,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9548,C
626,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7971,C
627,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.735,C
628,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9262,C
629,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7474,C
630,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0464,C
631,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.799,C
632,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7939,C
633,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7472,C
634,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9262,C
635,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8709,C
636,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0887,C
637,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9165,C
638,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0401,C
639,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7348,C
640,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9273,C
641,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0794,C
642,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8629,C
643,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8888,C
644,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9001,C
645,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7699,C
646,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.863,C
647,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9002,C
648,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0438,C
649,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.8937,C
650,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7733,C
651,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.7564,C
652,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.079,C
653,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0843,C
654,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),8.0677,C
655,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9036,C
656,a:(B&(C&(-A&D))), -> a:(B&(C&(-A&D))) -> a:(C&(-A&D)) -> a:(-A&D),7.9083,C
