Index,ABox,Run,Time,Judgement
0,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1195,I
442,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.715,I
443,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0185,I
444,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9923,I
445,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.5918,I
446,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.394,I
447,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1798,I
448,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8292,I
449,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8994,I
450,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5884,I
451,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9948,I
452,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),5.0573,I
453,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0852,I
454,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.3087,I
455,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5188,I
456,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7606,I
457,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.5456,I
458,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9756,I
459,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.6471,I
460,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.7455,I
461,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9924,I
462,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9914,I
463,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.6101,I
464,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8679,I
465,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.4568,I
466,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.402,I
467,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.5906,I
468,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7107,I
469,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9731,I
470,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1319,I
471,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.7043,I
472,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8214,I
473,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.175,I
474,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.7514,I
475,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.5911,I
476,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0842,I
477,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1274,I
478,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9001,I
479,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9732,I
480,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8933,I
481,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.814,I
482,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0177,I
483,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.613,I
484,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6605,I
485,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0191,I
486,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8214,I
487,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2174,I
488,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8187,I
489,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1242,I
490,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9946,I
491,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9323,I
492,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.1565,I
493,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.8228,I
494,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.676,I
495,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8971,I
496,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7405,I
497,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2394,I
498,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8071,I
499,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7425,I
500,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6278,I
501,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.537,I
502,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.3371,I
503,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.0144,I
504,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.6063,I
505,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8973,I
506,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6806,I
507,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9016,I
508,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.611,I
509,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2713,I
510,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9011,I
511,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9908,I
512,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.0849,I
513,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6519,I
514,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.3091,I
515,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.0555,I
516,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0224,I
517,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7423,I
518,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9934,I
519,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8381,I
520,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.81,I
521,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8661,I
522,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4845,I
523,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8209,I
524,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6301,I
525,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8105,I
526,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8192,I
527,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.3395,I
528,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9788,I
529,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7442,I
530,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6227,I
531,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.2991,I
532,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.0503,I
533,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8996,I
534,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8359,I
535,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9054,I
536,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8022,I
537,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0622,I
538,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.3876,I
539,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9726,I
540,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6639,I
541,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.132,I
542,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8983,I
543,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8184,I
544,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8388,I
545,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.6799,I
546,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.5875,I
547,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.3138,I
548,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6778,I
549,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8346,I
550,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8936,I
551,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.0549,I
552,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.1014,I
553,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.836,I
554,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.6838,I
555,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1263,I
556,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8255,I
557,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.8237,I
558,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4045,I
559,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9792,I
560,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.7019,I
561,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9036,I
562,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.028,I
563,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8973,I
564,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9904,I
565,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.0951,I
566,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6506,I
567,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.822,I
568,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8134,I
569,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.97,I
570,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9737,I
571,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.7443,I
572,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8149,I
573,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.746,I
574,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.8476,I
575,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9952,I
576,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.6996,I
577,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8991,I
578,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9904,I
579,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1743,I
580,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8202,I
581,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1373,I
582,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7458,I
583,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.819,I
584,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6501,I
585,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9866,I
586,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5625,I
587,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7884,I
588,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1406,I
589,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0671,I
590,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.0607,I
591,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(B&C) -> a:(E&-A),6.8767,I
592,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8252,I
593,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9741,I
594,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4692,I
595,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.6901,I
596,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0049,I
597,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8109,I
598,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8187,I
599,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4345,I
600,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> a:/Ar.-A -> x1:(A&B),5.0122,I
601,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.9924,I
602,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> x1:(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A,7.3204,I
603,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> x1:(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A,7.1485,I
604,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.3311,I
605,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.9864,I
606,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,6.6373,I
607,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.1886,I
608,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.1809,I
609,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.4853,I
610,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> a:/Ar.-A -> x1:(A&B),5.6312,I
611,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> x1:(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A,7.1336,I
612,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.1217,I
613,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,6.5482,I
614,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.6151,I
615,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.033,I
616,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.1739,I
617,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> x1:(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A,7.2967,I
618,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> a:/Ar.-A -> x1:(A&B),5.6244,I
619,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> x1:(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A,7.0088,I
620,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:/Er.(A&B) -> a:(C&/Ar.-A) -> a:/Ar.-A -> x1:(A&B),5.3635,I
621,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.147,I
622,"a:/Er.(A&B),a:(C&/Ar.-A)",| -> a:(C&/Ar.-A) -> a:/Ar.-A -> a:/Er.(A&B) -> x1:(A&B) -> a:/Ar.-A,7.4628,I
