Index,ABox,Run,Time,Judgement
0,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1195,I
242,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6067,I
243,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1145,I
244,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6098,I
245,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6037,I
246,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9614,I
247,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1153,I
248,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9605,I
249,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1193,I
250,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1174,I
251,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1158,I
252,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7648,I
253,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9651,I
254,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6047,I
255,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7646,I
256,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1188,I
257,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6104,I
258,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9593,I
259,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9628,I
260,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7635,I
261,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.96,I
262,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.967,I
263,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.766,I
264,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.754,I
265,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9651,I
266,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7645,I
267,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1119,I
268,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9566,I
269,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6072,I
270,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9591,I
271,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9621,I
272,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1161,I
273,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6078,I
274,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.609,I
275,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7604,I
276,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1166,I
277,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6102,I
278,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7638,I
279,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6061,I
280,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6044,I
281,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7598,I
282,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9609,I
283,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1177,I
284,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9604,I
285,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7588,I
286,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9651,I
287,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.614,I
288,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7632,I
289,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.763,I
290,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9633,I
291,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6097,I
292,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7634,I
293,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1133,I
294,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.6108,I
295,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1181,I
296,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.7636,I
297,"a:/Ar.A,a:/Er.-A",| -> a:/Ar.A -> a:/Er.-A -> a:/Ar.A,4.761,I
298,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,4.1124,I
299,"a:/Ar.A,a:/Er.-A",| -> a:/Er.-A -> a:/Ar.A,3.9635,I
300,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8288,I
301,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7426,I
302,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5662,I
303,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9929,I
304,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9711,I
305,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4645,I
306,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7427,I
307,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9915,I
308,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1561,I
309,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2439,I
310,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7433,I
311,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1437,I
312,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2752,I
313,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.708,I
314,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8159,I
315,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8314,I
316,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6586,I
317,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6631,I
318,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7112,I
319,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8224,I
320,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9958,I
321,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6305,I
322,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0855,I
323,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0842,I
324,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1751,I
325,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2738,I
326,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.0075,I
327,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8293,I
328,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1309,I
329,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.743,I
330,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4017,I
331,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0564,I
332,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0132,I
333,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6811,I
334,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8977,I
335,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.4358,I
336,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2137,I
337,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0582,I
338,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.1805,I
339,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.1382,I
340,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.3936,I
341,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7464,I
342,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.8131,I
343,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.2703,I
344,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9782,I
345,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.9866,I
346,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8968,I
347,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8134,I
348,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.472,I
349,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8978,I
350,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4649,I
351,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.741,I
352,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6932,I
353,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6611,I
354,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.6839,I
355,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.155,I
356,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8204,I
357,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.7078,I
358,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.5877,I
359,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5262,I
360,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9764,I
361,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.9967,I
362,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.848,I
363,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.787,I
364,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.4732,I
365,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.7082,I
366,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.7779,I
367,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6172,I
368,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.0884,I
369,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8182,I
370,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1805,I
371,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6819,I
372,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1462,I
373,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),8.1575,I
374,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5082,I
375,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.5495,I
376,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8184,I
377,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.8703,I
378,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9916,I
379,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(B&C) -> a:(E&-A),7.2524,I
380,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8326,I
381,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1462,I
382,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.0799,I
383,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8319,I
384,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8956,I
385,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9747,I
386,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9011,I
387,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8358,I
388,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1835,I
389,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8116,I
390,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.6141,I
391,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),7.0125,I
392,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(E&-A),4.6153,I
393,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8227,I
394,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.4564,I
395,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8155,I
396,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.8325,I
397,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9754,I
398,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7871,I
399,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5594,I
400,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9741,I
401,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.5797,I
402,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8204,I
403,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.819,I
404,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8181,I
405,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8965,I
406,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.9006,I
407,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.2302,I
408,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(A&(B&C)) -> a:(B&C) -> a:(E&-A),6.8632,I
409,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9841,I
410,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.905,I
411,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(B&C) -> a:(E&-A),6.5906,I
412,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.4001,I
413,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.6537,I
414,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.7987,I
415,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7459,I
416,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(B&C) -> a:(E&-A),6.8982,I
417,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8352,I
418,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8945,I
419,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1492,I
420,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(E&-A),4.9855,I
421,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9882,I
422,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.973,I
423,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8206,I
424,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.399,I
425,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.7779,I
426,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.6795,I
427,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(D&(E&-A)) -> a:(B&C) -> a:(E&-A),7.3337,I
428,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.1992,I
429,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8253,I
430,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.9396,I
431,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.973,I
432,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),5.1238,I
433,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8247,I
434,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.9728,I
435,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7421,I
436,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7451,I
437,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.8368,I
438,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7462,I
439,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),7.673,I
440,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(A&(B&C)) -> a:(B&C) -> a:(D&(E&-A)) -> a:(E&-A),6.9544,I
441,"a:(A&(B&C)),a:(D&(E&-A))",| -> a:(D&(E&-A)) -> a:(E&-A) -> a:(A&(B&C)),4.7415,I
